bn,name,acronyms,created_at,is_latest,alternatives
118847888RR0001,Centre Missionnaire Oblat,CMOBLAT,2025-10-21 10:47:22,1,
132473042RR0001,Centre Social D'aide Aux Immigrants,CSAI,2025-10-21 10:47:22,1,
107607012RR0001,Centre-Femmes Du Grand-Portage,CFGPRDL,2025-10-21 10:47:22,1,
821503018RR0001,Centre Street Church,CSCHURCH,2025-10-21 10:47:22,1,
896849890RR0001,Centre De Ressources Pour Les Familles De Militaires De Bagotville / Bagotville Military Family Resource Centre,CRFM| MFRC,2025-10-21 10:47:22,1,
118864883RR0001,Scots Of Canada,CASSOC,2025-10-21 10:47:22,1,
132395880RR0001,"Clairmont United Church,",CLAIRMONTUC,2025-10-21 10:47:22,1,
118865484RR0001,Clifford Bowey School Foundation,BOWEYFOUNDATION,2025-10-21 10:47:22,1,
130069776RR0001,Claude Presbyterian Church,CLAUDECHURCH,2025-10-21 10:47:22,1,
888514866RR0001,Club Maranatha Motocyclisme,MOTO,2025-10-21 10:47:22,1,
877870188RR0001,Boys And Girls Club Of Cochrane And Area,BGC,2025-10-21 10:47:22,1,BGC Cochrane and Area
885434407RR0001,Colchester East Hants Community Hospice Society,CEHHOSPICE,2025-10-21 10:47:22,1,Colchester East Hants Hospice Society
107607889RR0001,Cégep De Thetford,CEGEPTHETFORD,2025-10-21 10:47:22,1,Cégep de Thetford
106953029RR0001,College D'enseignement General Et Professionnel De L'outaouais,CEGEPOUTAOUAIS,2025-10-21 10:47:22,1,Cégep de l'Outaouais
133629097RR0001,Cochrane Ecological Institute Cochrane Wildlife Reserve Society,CEI| CEINST,2025-10-21 10:47:22,1,
118868041RR0001,College Of New Caledonia,CNC,2025-10-21 10:47:22,1,
106953326RR0001,College Francois-Delaplace,MONCFD,2025-10-21 10:47:22,1,
895138543RR0001,Centre Des Jeunes Boyce-Viau,CJBV,2025-10-21 10:47:22,1,
132841065RR0001,Centre Des Aines Cote-Des-Neiges,AINECDN,2025-10-21 10:47:22,1,
100890920RR0001,Centre International D'art Contemporain De Montreal/Montreal International Centre Of Contemporary Arts,CIAC,2025-10-21 10:47:22,1,CIAC MTL
131928780RR0001,Centre D'aide Aux Proches Aidants Des Basques,CAPAB,2025-10-21 10:47:22,1,
133064485RR0001,Centre Québécois De Développement Durable,CQDD,2025-10-21 10:47:22,1,
888795192RR0001,Christ Church United Pastoral Charge,CHRISTCHURCHU,2025-10-21 10:47:22,1,Christ Church United Pastoral Charge
118852458RR0001,Children's Hospital Aid Society,CHAS,2025-10-21 10:47:22,1,
891492233RR0001,Chester And Area Family Resource Centre,CHESTERFAMILYCENTRE,2025-10-21 10:47:22,1,
858215080RR0001,Chinese Community Policing Centre,CHINESECPC| CPC,2025-10-21 10:47:22,1,
133028696RR0001,Children And Family Services For York Region,YRCAS| YORKCAS,2025-10-21 10:47:22,1,York Region Children's Aid Society
827920943RR0001,Chabad Chai Center/Centre Chabad Chai,THECHAI,2025-10-21 10:47:22,1,
129244034RR0001,Centre-Femmes Catherine Leblond Inc.,CFCATHERINELEBLOND,2025-10-21 10:47:22,1,
804323871RR0001,Charlotte County Archives Inc.,CCARCHIVES,2025-10-21 10:47:22,1,
131160376RR0001,Columbus Charities Association,COLCHAR,2025-10-21 10:47:22,1,
893344861RR0001,Comite Du Logement Du Plateau Mont-Royal Inc.,CLPMR,2025-10-21 10:47:22,1,
118851690RR0001,Cheyne Presbyterian Church,CHEYNECHURCH,2025-10-21 10:47:22,1,
142432350RR0001,Centre De Services Scolaire Des Hautes-Rivières,CSDHR,2025-10-21 10:47:22,1,Centre de services scolaire des Hautes-Rivières
118912880RR0001,Community Counselling And Resource Centre,CCRC,2025-10-21 10:47:22,1,
867023335RR0001,Community Law School (Sarnia-Lambton) Inc.,CLS| CLSO,2025-10-21 10:47:22,1,
142446434RR0003,Centre De Services Scolaire De La Seigneurie-Des-Mille-Îles,CSSMI,2025-10-21 10:47:22,1,
888353166RR0001,Comite Pour La Defense Des Droits Sociaux La Tuque,CDDS,2025-10-21 10:47:22,1,
142416817RR0001,Centre De Services Scolaire De La Vallée-Des-Tisserands,CSVT,2025-10-21 10:47:22,1,Centre de services scolaire de la Vallée-des-Tisserands
128967353RR0062,Communita Madonna Della Risurrezione,MDRCHURCH| MDR,2025-10-21 10:47:22,1,
865935050RR0001,Community Mennonite Church Of Stouffville,CMCHURCH,2025-10-21 10:47:22,1,
135048320RR0001,Comptoir Alimentaire De Sept-Iles,CASI,2025-10-21 10:47:22,1,
126615962RR0001,Community Planning Association Of Alberta,CPAA,2025-10-21 10:47:22,1,
106961683RR0001,Community Social Planning Council Of Greater Victoria,COMMUNITYCOUNCIL,2025-10-21 10:47:22,1,
130979826RR0001,Community Development Council Durham,CDCD,2025-10-21 10:47:22,1,
876232315RR0001,Community Foundation Of Greater Peterborough,CFGP,2025-10-21 10:47:22,1,
136535226RR0001,Community Foundations Of Canada,CFC| FCC,2025-10-21 10:47:22,1,
879899615RR0001,Community Inclusion Society,COMMUNITYINC,2025-10-21 10:47:22,1,
131067860RR0001,"Christ The King Church,",CHRISTTHEKING,2025-10-21 10:47:22,1,
890559479RR0001,Christian Haitian Ministries Society,CHM,2025-10-21 10:47:22,1,CHM Canada
844669341RR0001,Christian Camping International / Canada,CCI,2025-10-21 10:47:22,1,CCI-CANADA
106919012RR0001,Christian Fellowship Church,CHRISTIANFELLOWSHIPGOLDRIVER,2025-10-21 10:47:22,1,Christian Fellowship Church of Gold River
134516251RR0001,Christian Reformed Church Of Georgetown,GCRC,2025-10-21 10:47:22,1,
118857267RR0001,Christian Reformed Church Of Prince George,PGCRC,2025-10-21 10:47:22,1,
129002705RR0001,Children's Services Council Of Victoria County,CYSC,2025-10-21 10:47:22,1,
106915564RR0001,Mississauga Chinese Christian Church,MCCC,2025-10-21 10:47:22,1,Mississauga Chinese Christian Church
892173451RR0001,Conservation Education Wildlife Museum,AHEIA,2025-10-21 10:47:22,1,Conservation Education Wildlife Museum
875734816RR0001,Chinook Society For Recovering Addicts,CSRA,2025-10-21 10:47:22,1,
106916380RR0001,Chippawa Presbyterian Church,CHIPPAWAPC,2025-10-21 10:47:22,1,
886057991RR0001,Children's International Summer Villages (Saskatoon) Inc,CISV| CISVSASKATOON,2025-10-21 10:47:22,1,
129306676RR0001,Christ Our Saviour Church,COSP,2025-10-21 10:47:22,1,
118853910RR0001,Mountain Grove Christadelphian Chapel,TRUTHSEEKERS,2025-10-21 10:47:22,1,
892219171RR0001,"Church Of The Nazarene,",DRUMNAZ,2025-10-21 10:47:22,1,Drumheller Church of the Nazarene
108099771RR0028,Church Of The Apostles (St. James And St. Matthias),STMATTJAM,2025-10-21 10:47:22,1,Church of the Apostles| St  James and St  Matthias
896867892RR0001,Church Of The Living God,LIVINGGODCANADA,2025-10-21 10:47:22,1,
118871094RR0001,Community Recreational Organization Of Welwyn,CROW,2025-10-21 10:47:22,1,
876066705RR0001,Community Low Income Centre Inc.,CLIC| WEYBORNCLIC,2025-10-21 10:47:22,1,
889587267RR0001,Nesting Place Society,CVPREGCARE,2025-10-21 10:47:22,1,
118871698RR0001,Concacan Inc.,CCCB,2025-10-21 10:47:22,1,The Canadian Conference of Catholic Bishops
132171638RR0001,Confederation Park 55+ Activity Centre,YYCSENIORS,2025-10-21 10:47:22,1,
890877244RR0001,Conseil Jeunesse Francophone De La Colombie-Britannique,CJFCB,2025-10-21 10:47:22,1,
887886539RR0001,Comunn Feis An Eilein,FEISANEILEIN,2025-10-21 10:47:22,1,
895518389RR0001,Corner Brook Stream Development Corporation,CBSTREAM,2025-10-21 10:47:22,1,
129987160RR0001,Contact Richelieu - Yamaska (Cry),CONTACTRY,2025-10-21 10:47:22,1,
124076464RR0001,Conseil Regional De L'environnement De La Monteregie,CREM,2025-10-21 10:47:22,1,CRE Montérégie
823437942RR0001,Conseil Particulier De La Société De St-Vincent-De-Paul De St-Jean-Sur-Richelieu,SSVPSTJEAN| SSVP,2025-10-21 10:47:22,1,Société de Saint-Vincent de Paul
857525539RR0001,Corner Stone Church Of God,CSCHURCHOFGOD,2025-10-21 10:47:22,1,
899837850RR0001,Citizens Environment Alliance Of Southwestern Ontario,CEA,2025-10-21 10:47:22,1,
856346101RR0001,Christian City Church Edmonton,C3,2025-10-21 10:47:22,1,C3 Church Edmonton
118864776RR0001,Civitan International Foundation Of Canada,CIFOC,2025-10-21 10:47:22,1,
887330868RR0001,City Of David Messianic Synagogue,CITYOFDAVID,2025-10-21 10:47:22,1,
894144864RR0001,Christian International Of Canada Inc.,CICANADA,2025-10-21 10:47:22,1,
118857226RR0001,Christian Reformed Church Of Nashwaaksis,CRC,2025-10-21 10:47:22,1,Fredericton Christian Reformed Church
889863577RR0001,"Christian Record Services,Inc",NCB,2025-10-21 10:47:22,1,NCB Services
118856749RR0001,Christian Life Assembly,CLA| CLACHURCH,2025-10-21 10:47:22,1,
854723509RR0001,"Christ The Redeemer Anglican Church, Pender Harbour",REDEEMERPENDER,2025-10-21 10:47:22,1,
130919889RR0001,Church Of God,MJCOG,2025-10-21 10:47:22,1,"Moose Jaw Church of God, Inc"
118862077RR0002,Church Of St. Mary Magdalene,SMM,2025-10-21 10:47:22,1,
118861657RR0002,Church Of St. John The Baptist,STJTHEB,2025-10-21 10:47:22,1,The Church of Saint John the Baptist
886763796RR0001,Church Of The Holy Trinity,HTACC,2025-10-21 10:47:22,1,
894113372RR0002,Church Of The Nazarene Canada Pacific District,PACNAZ,2025-10-21 10:47:22,1,
867393167RR0001,Community Living North Halton Housing Corporation,CLNH,2025-10-21 10:47:22,1,
122716707RR0001,Community Living Windsor,CLWINDSOR,2025-10-21 10:47:22,1,
108103839RR0001,Community Living Welland Pelham,CL,2025-10-21 10:47:22,1,CL-WELLANDPELHAM
123873937RR0001,Community Resource Centre (Killaloe) Inc.,CRC,2025-10-21 10:47:22,1,
118871102RR0001,Community Recreation Centre Of Vita Incorporated,VITAARENA,2025-10-21 10:47:22,1,
894229228RR0001,Conseil Scolaire Public Du Grand Nord De L'ontario,CSPGNO,2025-10-21 10:47:22,1,Conseil scolaire public du Grand Nord de l’Ontario
863993440RR0001,Cooperative English As A Second Language Ministries Society,ESL,2025-10-21 10:47:22,1,ESL Cooperative
895288231RR0001,"Coptic Orthodox Patriarchate, Church Of Saint Maurice Inc.",STMAURICE,2025-10-21 10:47:22,1,
136523206RR0001,Congregational Christian Churches In Canada,CCCC,2025-10-21 10:47:22,1,
890319445RR0001,Consort Pastoral Charge,KNOXUNITED,2025-10-21 10:47:22,1,
101098234RR0001,Réseau Technoscience,TECHNOSCIENCE,2025-10-21 10:47:22,1,
118874502RR0001,Ressources Communautaires Oméga / Omega Community Resources,OMEGACENTER,2025-10-21 10:47:22,1,
886642198RR0001,Cornerstone Baptist Church Inc,CORNERCARB,2025-10-21 10:47:22,1,
141065946RR0001,Cornerstone Christian Assembly Of Calgary,CORNERSTONECALGARY,2025-10-21 10:47:22,1,
886643295RR0001,City Life Christian Centre - Church & Ministries Alberta,CITYLIFECC,2025-10-21 10:47:22,1,City Life Church
118856764RR0001,Christian Life Centre,CLC,2025-10-21 10:47:22,1,
119267409RR0001,Christian Spiritual Ministries Inc.,IAMSPIRIT,2025-10-21 10:47:22,1,
131595209RR0001,Chrysalis House Association,THANS,2025-10-21 10:47:22,1,
888624798RR0002,Church Of St Joseph Of Nazareth,STJOSEPHOFNAZARETH,2025-10-21 10:47:22,1,
118861905RR0002,"Gathering Table, A Faith Community In The Anglican Church Ofcanada",STJOHNSTHUNDERBAY,2025-10-21 10:47:22,1,
118862481RR0001,Church Of The Ascension,ASCENSIONPORTPERRY,2025-10-21 10:47:22,1,
106953110RR0002,Université De Saint-Boniface,USTBONIFACE,2025-10-21 10:47:22,1,
107508954RR0001,College Notre-Dame-De-Lourdes,NDL,2025-10-21 10:47:22,1,
863562179RR0001,Cic Chemical Education Fund,CEF,2025-10-21 10:47:22,1,
894383512RR0001,Cjl Foundation,CPJ,2025-10-21 10:47:22,1,Citizens for Public Justice
896750163RR0001,Coronary Artery Rehabilitation Group Inc.,CARG,2025-10-21 10:47:22,1,
877673772RR0001,Corporation De Conservation Du Boise De Johnville Inc.,NATURECANTONDELEST,2025-10-21 10:47:22,1,
122016413RR0001,Cimetière Saint-Joseph De Manicouagan,CIMETIEREMANICOUAGAN,2025-10-21 10:47:22,1,Corporation du cimetière St-Joseph de Manicouagan| cimetière St-Joseph| St-Joseph cemetery
130799661RR0001,Corporation Du Centre Des Aines De Villeray,AINESVILLERAY,2025-10-21 10:47:22,1,
899511463RR0001,Corporation Les Adolescents Et La Vie De Quartier De Chicoutimi,CAVA,2025-10-21 10:47:22,1,
881399109RR0001,Cowichan River Bible Camp,COWICHANCAMP,2025-10-21 10:47:22,1,
106987399RR0001,Cosmopolitan Industries Ltd.,COSMOINDUSTRIES,2025-10-21 10:47:22,1,
885010645RR0001,Crisis Pregnancy Centre Of Nanaimo Society,CPCNANAIMO,2025-10-21 10:47:22,1,Crossroads Crisis Pregnancy Centre| Crossroads Pregnancy Centre of Nanaimo Society
860301886RR0001,Click - Contributing To Lives Of Inner City Kids Society,CLICKTOKIDS,2025-10-21 10:47:22,1,
889702593RR0001,Colchester Adult Learning Association,CALA,2025-10-21 10:47:22,1,
106884026RR0001,College D'enseignement General Et Professionnel De Victorialille,CGPVICTO,2025-10-21 10:47:22,1,Cégep de Victoriaville
106883747RR0001,College D'enseignement General & Professionnel De Jonquiere,CJONQUIERE,2025-10-21 10:47:22,1,Cégep de Jonquière
894113372RR0004,Church Of The Nazarene,ABBYNAZ,2025-10-21 10:47:22,1,Abbotsford Church of the Nazarene
859439267RR0001,Colchester Christian Academy Association,CCA,2025-10-21 10:47:22,1,
894113372RR0013,"Church Of The Nazarene, Canada Pacific District Kelowna Branch",KELOWNANAZARENE,2025-10-21 10:47:22,1,
860545904RR0001,Cornerstone United Pentecostal Church,UPC,2025-10-21 10:47:22,1,Cornerstone UPC
886274398RR0001,Courtenay Little Theatre Society,CLT,2025-10-21 10:47:22,1,
883022196RR0001,"Couples For Christ, Ontario Inc",COUPLESFORCHRIST,2025-10-21 10:47:22,1,
106983935RR0001,Church On The Queensway,CHURCHONTHEQ,2025-10-21 10:47:22,1,
118878883RR0001,Creation Science Association Of British Columbia,CSABC| CREATIONBC,2025-10-21 10:47:22,1,
899592943RR0001,Crosspointe Fellowship (Calgary),CPF| CPFCHURCH,2025-10-21 10:47:22,1,
136193984RR0001,Crime Stoppers Of Grey Bruce Inc.,CRIMESTOPPERSGB,2025-10-21 10:47:22,1,
886294750RR0001,Dakota Ojibway Child And Family Services Inc.,DOCFS,2025-10-21 10:47:22,1,
895560795RR0001,D.A.S.C.H. Foundation Inc.,DASCH,2025-10-21 10:47:22,1,Dasch Foundation
107910259RR0043,Corpus Christi Parish,CORPUSCHRISTITO,2025-10-21 10:47:22,1,
834113144RR0001,Cowichan Valley Basket Society,CVBS,2025-10-21 10:47:22,1,
106990955RR0001,Craft Council Of British Columbia,CRAFTCOUNCILBC,2025-10-21 10:47:22,1,
128596830RR0001,Cowichan Wooden Boat Society,CLASSICBOATS,2025-10-21 10:47:22,1,
897190617RR0001,New Edinburgh Community & Arts Centre / Centre Communautaire Et Des Arts De New Edinburgh,NECTAR,2025-10-21 10:47:22,1,New Edinburgh Community & Arts Centre| NECTAR Centre
130098395RR0001,Association Création Et Science,ASCQ,2025-10-21 10:47:22,1,
125135251RR0001,Club De Recherche D'emploi Montreal Centre-Ville,CREMCV,2025-10-21 10:47:22,1,
870288933RR0001,Cole Harbour Parks And Trails Association,CHPTA,2025-10-21 10:47:22,1,
866947146RR0001,Cochrane Historical & Archival Preservation Society,CHAPS,2025-10-21 10:47:22,1,
118867993RR0001,College Notre-Dame-De-L'assomption,CNDA,2025-10-21 10:47:22,1,
106954175RR0001,College Saint-Bernard,CSB,2025-10-21 10:47:22,1,
118868934RR0001,Comite D'animation Du Troisieme Age De Laval,CATAL,2025-10-21 10:47:22,1,
118869031RR0001,Comite De Logement Rosemont,COMITELOGEMENT,2025-10-21 10:47:22,1,
118869163RR0001,Comite Des Citoyens Du Quartier Saint-Sauveur,CCCQSS,2025-10-21 10:47:22,1,Comité des citoyens et citoyennes du quartier Saint-Sauveur
881093918RR0001,Comité Logement D'aide De Québec Ouest,CLAQO,2025-10-21 10:47:22,1,Comité logement d'aide de Québec ouest| COMITELOGEMENTD'AIDEAUXLOCATAIRES
835591744RR0001,Community Arts & Heritage Education Project,CAHEP,2025-10-21 10:47:22,1,
893104174RR0001,Kamloops Arts Council,KAC,2025-10-21 10:47:22,1,Kamloops Arts Council
142416619RR0001,Centre De Services Scolaire Des Sommets,CSDESSOMMETS,2025-10-21 10:47:22,1,
106962897RR0001,Community Living Society,CLS,2025-10-21 10:47:22,1,
107782575RR0001,Community Living North Halton,CLNH,2025-10-21 10:47:22,1,
106690670RR0001,Community Living Ajax-Pickering And Whitby,CLAPW,2025-10-21 10:47:22,1,
842230898RR0001,Denman Community Land Trust Association,DCLTA,2025-10-21 10:47:22,1,
827040221RR0002,Diverse Citi Athletic Foundation,DCAF,2025-10-21 10:47:22,1,
850172586RR0001,Deeper Christian Life Ministry Canada,DEEPERLIFE,2025-10-21 10:47:22,1,
861952828RR0001,D'arcy's A.R.C. Inc.,DARCYSARC,2025-10-21 10:47:22,1,D'Arcy's Arc
129101085RR0001,Danish Senior Citizen's Apartment Foundation,DANAVILLAGE,2025-10-21 10:47:22,1,
118890086RR0001,Dying With Dignity Canada,DYINGWITHDIGNITY,2025-10-21 10:47:22,1,
886806561RR0001,Dalhousie University,DAL,2025-10-21 10:47:22,1,
107002917RR0001,Davar Child Care Society,DCCS,2025-10-21 10:47:22,1,
886730993RR0001,Diabetes Research And Treatment Centre Winnipeg Inc /Centre De Researche Et Traitement De Diabete Winnipeg Inc,DRTC,2025-10-21 10:47:22,1,
101397644RR0001,Direct Action In Support Of Community Homes Incorporated,DASCH,2025-10-21 10:47:22,1,
106994437RR0001,Crowsnest Community Christian Centre,CHRISTOURCENTRE,2025-10-21 10:47:22,1,
866326994RR0001,Cumberland Community Schools Society,CCSS,2025-10-21 10:47:22,1,
118881499RR0001,Dacre And Area Community Association Incorporated,DACACENTER| DACA,2025-10-21 10:47:22,1,
891723843RR0001,Cowichan Therapeutic Riding Association,CTRA,2025-10-21 10:47:22,1,
107396905RR0035,Northgate Foursquare Church,NGATE,2025-10-21 10:47:22,1,Northgate Church
118879618RR0001,Crestwood Mennonite Brethren Church,CRESTWOODMB,2025-10-21 10:47:22,1,
127868016RR0001,Association Des Personnes Handicapées De L'Érable Inc.,APHE,2025-10-21 10:47:22,1,
118865245RR0001,Clayton Mclain Memorial Musuem Inc.,CMMM,2025-10-21 10:47:22,1,
119125052RR0001,Club Rotary De Montreal Fonds De Bienfaisance / Rotary Club Of Montreal Welfare Fund,ROTARYMTL,2025-10-21 10:47:22,1,
106951270RR0001,Cochrane Street United Church,COCHRANESTREETUC,2025-10-21 10:47:22,1,
893014266RR0001,Comite Des Citoyens Du Vieux Quebec Inc,CCVQ,2025-10-21 10:47:22,1,
866922610RR0001,Columbia Basin Alliance For Literacy,CBAL,2025-10-21 10:47:22,1,
106955891RR0001,Centre Alpha Papineau,CAP,2025-10-21 10:47:22,1,Centre Alpha Papineau
887703734RR0001,Communities Together For Children Inc.,CTCTBAY,2025-10-21 10:47:22,1,
891742421RR0001,Community Crime Awareness Association,CCAA,2025-10-21 10:47:22,1,
118870815RR0001,Community Living-Fort Erie,CLFE,2025-10-21 10:47:22,1,
106818826RR0001,Community Living Burlington,CLB,2025-10-21 10:47:22,1,
128639234RR0001,Community Connections Society Of Southeast Bc,CCS,2025-10-21 10:47:22,1,
107955387RR0002,Community Living Association Saskatoon Inc.,CLASASKATOON,2025-10-21 10:47:22,1,
118879691RR0001,Crime Stoppers Of Niagara Inc.,NIAGARATIPS,2025-10-21 10:47:22,1,
898907266RR0001,D.S.R.F. Down Syndrome Resource Foundation,DSRF,2025-10-21 10:47:22,1,
825868417RR0001,Drum Artz Canada,DAC,2025-10-21 10:47:22,1,
870202660RR0001,Danforth Jewish Circle,DJCTORONTO,2025-10-21 10:47:22,1,
889926242RR0001,Dave Smith Youth Treatment Centre/Centre De Traitement Pour Jeunes Dave Smith,DAVESMITHCENTRE,2025-10-21 10:47:22,1,
894173210RR0001,Deutsche Schule Toronto,GIST,2025-10-21 10:47:22,1,German International School Toronto
118885383RR0001,Diffusion Communautaire Des Iles Inc.,CFIM,2025-10-21 10:47:22,1,
888992534RR0001,Discovery Coast Greenways Land Trust,GLT,2025-10-21 10:47:22,1,
899805600RR0001,Dominion Church International,DCHURCHINT,2025-10-21 10:47:22,1,
118886027RR0001,Smith's Cove Fire Department,SMITHSCOVEFUIREDEPT,2025-10-21 10:47:22,1,
123311482RR0001,Domaine De L'amitié Inc.,LACPOUCE,2025-10-21 10:47:22,1,
890600547RR0001,Drayton Valley Health Services Foundation,DVHEALTHFOUND,2025-10-21 10:47:22,1,
133362806RR0001,Down Syndrome Associaton - National Capital Region Association Syndrome Down - Region De La Capitale Nationale,DSANCR,2025-10-21 10:47:22,1,
129892659RR0081,Community Of Christ Greater Vancouver Congregation,COFCHRISTVANCOUVER,2025-10-21 10:47:22,1,
140704685RR0001,Comox Military Family Resource Centre Society,CMFRC| COMOXMFRC,2025-10-21 10:47:22,1,
142417757RR0001,Commission Scolaire New Frontiers / New Frontiers School Board,NFSB,2025-10-21 10:47:22,1,
142421031RR0002,Centre De Services Scolaire Des Premières-Seigneuries,CSDPS,2025-10-21 10:47:22,1,Centre de services scolaire des Premières-Seigneuries
135459782RR0001,Confederation Of Canadian Christian Schools,ACSIEC,2025-10-21 10:47:22,1,
118874163RR0001,Congregation Of The Sisters Of The Holy Names Of Jesus And Mary,SNJM,2025-10-21 10:47:22,1,
132198748RR0001,Community Care Northumberland,COMMCARE,2025-10-21 10:47:22,1,
105526248RR0001,Community Care City Of Kawartha Lakes,CCCKL,2025-10-21 10:47:22,1,
107790552RR0001,Community Living Oakville,OAKCL,2025-10-21 10:47:22,1,
871556361RR0001,Quint Community Fund Incorporated,COMMUNITYFIRSTSASKATOON,2025-10-21 10:47:22,1,
889267043RR0001,Community Mediation Calgary Society,CMCS,2025-10-21 10:47:22,1,
872590278RR0001,Comox Valley Land Trust,CVLANDTRUST,2025-10-21 10:47:22,1,
107019358RR0001,Die Kleine Kinderschule/Kindergarten Society,DKK,2025-10-21 10:47:22,1,DKK Playschool
107268963RR0001,Duff's Presbyterian Church,DUFFSCHURCH,2025-10-21 10:47:22,1,
118917475RR0001,Duncan Christian Reformed Church,DUNCANCRC,2025-10-21 10:47:22,1,
854260940RR0001,Durham Children's Aid Foundation,DURHAMCAF,2025-10-21 10:47:22,1,
129029914RR0001,English Language Institute In China Society,ELIC,2025-10-21 10:47:22,1,
118901297RR0001,Community Outreach Program Erie,COPE,2025-10-21 10:47:22,1,
885273631RR0001,Community Support Services Of Niagara Region,CSSN,2025-10-21 10:47:22,1,Happy in my Home
106964075RR0001,Comox Valley Family Services Association,CVFSA,2025-10-21 10:47:22,1,
140982570RR0001,Community Services Coordination Network (Ontario),CSCN,2025-10-21 10:47:22,1,
119280691RR0001,Comox Valley Hospice Society,COMOXHOSPICE,2025-10-21 10:47:22,1,
142416411RR0001,Centre De Services Scolaire De Rouyn-Noranda,CSRN,2025-10-21 10:47:22,1,
142446376RR0001,Commission Scolaire Sir-Wilfrid-Laurier/Sir-Wilfrid-Laurier School Board,SWLAURIERSB,2025-10-21 10:47:22,1,
892453630RR0001,Common Ground Art Gallery,CGAG,2025-10-21 10:47:22,1,
118872100RR0001,Conference Of Defence Associations Institute-Institut De La Congres Des Associations De La Defense,CDAINSTITUTE| CDA,2025-10-21 10:47:22,1,
106967367RR0001,Congregation Chevra Kadisha B'nai Jacob,THECHEVRA,2025-10-21 10:47:22,1,
882357916RR0001,Conseil Québécois Des Organismes Chrétiens/ Québec Council Of Christian Charities,CQOC,2025-10-21 10:47:22,1,
872990098RR0001,Conseil Scolaire De District Catholique De L'est Ontarien,CSDCEO,2025-10-21 10:47:22,1,
826969271RR0001,Community Involvement Legacy Homes,CILH,2025-10-21 10:47:22,1,
131219925RR0001,Community Head Injury Resource Services Of Toronto,CHIRS,2025-10-21 10:47:22,1,
106807126RR0001,Community Living Brant,CLBRANT,2025-10-21 10:47:22,1,
106962772RR0001,Community Living-Central Huron,CLCH,2025-10-21 10:47:22,1,
108010844RR0001,Community Living St. Catharines,CLSC,2025-10-21 10:47:22,1,
118874429RR0001,Conférence Religieuse Canadienne Canadian Religious Conference,CRC,2025-10-21 10:47:22,1,Canadian Religious Conference| CRC-CANADA
131569378RR0001,Deer Lake United Church,DLUC,2025-10-21 10:47:22,1,
894113372RR0009,Dawson Creek Church Of The Nazarene,DCNAZARENE,2025-10-21 10:47:22,1,
896438611RR0001,Dee's Orphan Kitten Fund,DEESORPHANS,2025-10-21 10:47:22,1,
889722179RR0001,"Deuxieme Eglise Du Christ, Scientiste",SCIENCECHRETIENNEMONTREAL,2025-10-21 10:47:22,1,
863712733RR0001,Dufferin Parent Support Network,DPSN,2025-10-21 10:47:22,1,
107269268RR0001,Dunbar Evangelical Lutheran Church,DUNBARLUTHERAN,2025-10-21 10:47:22,1,
890413040RR0001,East Kootenay Friends Of Refugees Society,EKFRIENDSOFBURMA| EK,2025-10-21 10:47:22,1,East Kootenay Friends of Refugees Society
119206589RR0001,Diversecity Community Resources Society,DCRS,2025-10-21 10:47:22,1,
857297931RR0001,Divya Jyoti Jagrati Sansthan Inc.,DJJS| DIXYAJYOGI,2025-10-21 10:47:22,1,DJJS Canada
864417860RR0001,Fondation Dr Clown / Dr Clown Foundation,FONDATIONDRCLOWN,2025-10-21 10:47:22,1,The Dr  Clown Foundation
118888783RR0001,Dryden Full Gospel Church,DFGC,2025-10-21 10:47:22,1,
859237422RR0001,Dreamcatcher Charitable Foundation,DCFUND,2025-10-21 10:47:22,1,
106969207RR0001,Conseil De La Culture De L'abitibi-Temiscamingue,CCAT,2025-10-21 10:47:22,1,
134653286RR0001,Conseil Regional Des Personnes Agees Italo-Canadiennes De Montreal,CRAIC,2025-10-21 10:47:22,1,
133444174RR0001,Continuing On In Education Quinte Inc,COED,2025-10-21 10:47:22,1,
127644490RR0001,Contemporary Verse 2 Inc.,CV2,2025-10-21 10:47:22,1,
106972342RR0001,Cook's School Day Care Inc.,COOKSDAYCARE,2025-10-21 10:47:22,1,
812660074RR0001,Corner Brook Roman Catholic Episcopal Corporation,RCCHURCH,2025-10-21 10:47:22,1,
107278905RR0001,Corporation De L'ecole Des Hautes Etudes Commerciales De Montreal,HEC,2025-10-21 10:47:22,1,HEC Montréal
899798557RR0001,Cornerstone Community Church,CORNERSTONELIVELY,2025-10-21 10:47:22,1,
118877109RR0001,Corps De Cadets De La Marine Drummondville,CCMRC218,2025-10-21 10:47:22,1,
106950488RR0001,Council Of Canadians With Disabilities/Le Conseil Des Canadiens Avec Deficiences,CCD,2025-10-21 10:47:22,1,
896241361RR0001,Cornerstone Wesleyan Church,CORNERSTONEHFX,2025-10-21 10:47:22,1,
128033560RR0001,Le Cimetière Catholique De Sept-Îles Inc.,CIMETIERESEPTILES,2025-10-21 10:47:22,1,
106987407RR0001,Cosmopolitan Music Society,CMS,2025-10-21 10:47:22,1,
136413960RR0001,Covenant Christian Reformed Church Of Calgary,COVCRC,2025-10-21 10:47:22,1,
118889476RR0001,Dundas Valley Orchestra,DVO,2025-10-21 10:47:22,1,
135400737RR0001,Central Saskatchewan Military Family Resource Centre Inc. / Centre De Ressources Pour Les Familles Des Militaires Du Centre De La Saskatchewan Inc.,CSMFRC,2025-10-21 10:47:22,1,Central Saskatchewan Military Family Resource Centre Inc
